cod_prod,descr_resumida,descr_detalhada,preco,unidade
158GBML595,GBM 158 FR BP BCA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158  BP BRANCA E FREIO,4.38,PECA
158GBML601,GBM 158 FR PP BCA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 PP BRANCA E FREIO,3.24,PECA
158GBML632,GBM 158 FR BP GEL,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP GEL E FREIO,4.82,PECA
158GBML87,GBM 158 PP PTA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 PP PRETA,2.44,PECA
158GBML88,GBM 158 PP CZA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 PP CINZA,2.44,PECA
158GBML880,GBM 158 FR PP CZA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 PP CINZA E FREIO,3.24,PECA
158GBML89,GBM 158 PP BCA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 PP BRANCA,2.44,PECA
158GBML90,GBM 158 CRISTAL,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158  CRISTAL,2.8,PECA
158GBML907,GBM 158 FR NY PTA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 NYLON PRETA E FREIO,4.15,PECA
158GBML91,GBM 158 BP PTA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP PRETA,3.58,PECA
158GBML92,GBM 158 BP CZA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP CZA,3.58,PECA
158GBML93,GBM 158 BP BCA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP BCA,3.58,PECA
158GBML94,GBM 158 BP VER,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP VERMELHA,3.58,PECA
158GBML95,GBM 158 BP AZU,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP AZUL,3.58,PECA
158GBML96,GBM 158 BP GEL,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP GEL,4,PECA
158GBML987,GBM 158 FR BP PTA,RODIZIO DE AÇO GIRATÓRIO BASE LINHA LEVE COM RODA 158 BP PRETA E FREIO,4.38,PECA
158GBMR1178,GBMR 158 FR BP GEL,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP GEL E FREIO,5.77,PECA
158GBMR1179,GBMR 158 FR BP AZU,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP AZUL E FREIO,5.3,PECA
158GBMR1180,GBMR 158 FR PP BCA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 PP BRANCA E FREIO,4.32,PECA
158GBMR1182,GBMR 158 FR PP CZA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 PP CINZA E FREIO,4.32,PECA
158GBMR1183,GBMR 158 FR BP VER,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP VERMELHA E FREIO,5.3,PECA
158GBMR1184,GBMR 158 FR BP BCA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP BRANCA E FREIO,5.3,PECA
158GBMR1185,GBMR 158 FR BP PTA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP PRETA E FREIO,5.3,PECA
158GBMR134,GBMR 158 NY PTA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 NYLON 4 FUROS,4.32,PECA
158GBMR136,GBMR 158 CRISTAL,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 CRISTAL,3.9,PECA
158GBMR137,GBMR 158 BP PTA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP PRETA,4.56,PECA
158GBMR138,GBMR 158 BP CZA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP CINZA,4.56,PECA
158GBMR139,GBMR 158 BP BCA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP BRANCA,4.56,PECA
158GBMR140,GBMR 158 BP VER,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP VERMELHA,4.56,PECA
158GBMR141,GBMR 158 BP AZU,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP AZUL,4.56,PECA
158GBMR142,GBMR 158 BP GEL,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP GEL,5.03,PECA
158GBMR1585,GBMR 158 ZK,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 ZAMAK,7.9,PECA
158GBMR1633,GBMR 158 FR ZK,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 ZAMAK E FREIO,8.66,PECA
158GBMR1836,GBMR 158 GR,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA SEM RODA 158  E REBITE,3.52,PECA
158GBMR1837,GBMR 158 FR GR,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA SEM RODA 158  E REBITE E FREIO,4.3,PECA
158GBMR329,GBMR 158 PP CZA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 PP CINZA,3.6,PECA
158GBMR672,GBMR 158 FR NY PTA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 NYLON 4 FUROS E FREIO,5.08,PECA
158GBMR688,GBMR 158 NY REF,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 NYLON REFORÇADA,4.47,PECA
158GBMR796,GBMR 158 PP PTA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 PP PRETA,3.6,PECA
158GBMR797,GBMR 158 PP BCA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 PP BRANCA,3.6,PECA
158GBMR836,GBMR 158 FR CRISTAL,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 CRISTAL E FREIO,4.64,PECA
158GBMR881,GBMR 158 FR PP PTA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 PP PRETA E FREIO,4.32,PECA
158GBMR882,GBMR 158 FR BP CZA,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 BP CINZA E FREIO,5.3,PECA
158GBMR910,GBMR 158 FR NY REF,RODIZIO DE AÇO GIRATORIO DE BASE MENOR REFORÇADA COM RODA 158 NYLON REFORÇADO E FREIO,5.21,PECA
158GBR1152,GB 158 FR NY REF,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 NYLON REFORÇADA E COM FREIO,5.35,PECA
158GBR1153,GB 158 FR BP AZU,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP AZUL E COM FREIO,5.48,PECA
158GBR1154,GB 158 FR BP BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP BRANCA E COM FREIO,5.48,PECA
158GBR1155,GB 158 FR BP VER,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 158 BP VERMELHA E COM FREIO,5.48,PECA
158GBR1563,GB 158 ZK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 ZAMAK,8.03,PECA
158GBR1579,GB 158 PP BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 PP BRANCA,3.75,PECA
158GBR1609,GB 158 FR BP PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP PRETA E COM FREIO,5.48,PECA
158GBR161,GB 158 NY PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 NYLON 4 FUROS,4.5,PECA
158GBR1612,GB 158 FR ZK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 ZAMAK E COM FREIO,8.8,PECA
158GBR162,GB 158 FR NY PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 NYLON 4 FUROS E COM FREIO,5.28,PECA
158GBR163,GB 158 CRISTAL,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 CRISTAL,4.08,PECA
158GBR164,GB 158 BP PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP PRETA,4.74,PECA
158GBR165,GB 158 BP CZA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP CINZA,4.74,PECA
158GBR166,GB 158 BP BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP BRANCA,4.74,PECA
158GBR167,GB 158 BP VER,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP VERMELHO,4.74,PECA
158GBR168,GB 158 BP AZU,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP AZUL,4.74,PECA
158GBR169,GB 158 BP GEL,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP GEL,5.2,PECA
158GBR1830,GB 158 PP CZA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 PP CINZA,3.75,PECA
158GBR1831,GB 158 GR,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 158 E REBITE,3.65,PECA
158GBR1832,GB 158 FR PP CZA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 PP CINZA E COM FREIO,4.5,PECA
158GBR2034,GB 158 NY BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 NYLON BRANCA,4.82,PECA
158GBR1833,GB 158 FR PP BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 PP BRANCA E COM FREIO,4.5,PECA
158GBR1834,GB 158 FR GR,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 158 E REBITE E COM FREIO,4.4,PECA
158GBR2035,GB 158 FR NY BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 NYLON BRANCA E COM FREIO,5.57,PECA
158GBR689,GB 158 NY REF,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 NYLON REFORÇADA,4.62,PECA
158GBR818,GB 158 PP PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 PP PRETA,3.75,PECA
158GBR832,GB 158 FR PP PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 PP PRETA E COM FREIO,4.5,PECA
158GBR883,GB 158 FR BP CZA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP CINZA E COM FREIO,5.48,PECA
158GBR985,GB 158 FR BP GEL,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 BP GEL E COM FREIO,5.94,PECA
158GED1131,GED 158 NY PTA 25,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X25MM COM RODA 158 NYLON 4 FUROS,6.49,PECA
158GBR986,GB 158 FR CRISTAL,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 158 CRISTAL E COM FREIO,4.82,PECA
158GED1132,GED 158 NY REF 25,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X25MM COM RODA 158 NYLON REFORÇADA,6.72,PECA
158GED1573,GED 158 PP PTA 25,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X25MM COM RODA 158 PP PRETA,4.93,PECA
158GED1150,GED 158 GR 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM SEM RODA E COM REBITE,4.54,PECA
158GED1627,GED 158 BP CZA 25,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X25MM COM RODA 158 BP CINZA,6.91,PECA
158GED1812,GED 158 BP GEL 25,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X25MM COM RODA 158 BP GEL,7.83,PECA
158GED1842,GED 158 ZK 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 ZAMAK,13.42,PECA
158GED1843,GED 158 BP VER 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 BP VERMELHA,6.69,PECA
158GED1844,GED 158 GR 25,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X25MM SEM RODA E COM REBITE,4.79,PECA
158GED2074,GED 158 PP PTA 50,RODIZIO DE AÇO GIRATORIO DUPLO DE ESPIGA 3/8X50MM COM RODA 158 PP PRETA,5.28,PECA
158GED231,GED 158 PP PTA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 PP PRETA,4.71,PECA
158GED261,GED 158 PP CZA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 PP CINZA,4.71,PECA
158GED309,GED 158 BP AZU 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 BP AZUL,6.69,PECA
158GED594,GED 158 PP BCA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 PP BRANCA,4.71,PECA
158GED62,GED 158 NY PTA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 NYLON 4 FUROS,6.27,PECA
158GED63,GED 158 BP CZA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 BP CINZA,6.69,PECA
158GED64,GED 158 BP PTA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 BP PRETA,6.69,PECA
158GED65,GED 158 BP BCA 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 BP BRANCA,6.69,PECA
158GED66,GED 158 BP GEL 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 BP GEL,7.61,PECA
158GED690,GED 158 NY REF 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 NYLON REFORÇADA,6.5,PECA
158GED798,GED 158 CRISTAL 16,RODIZIO DE AÇO GIRATÓRIO DUPLO DE ESPIGA 3/8X16MM COM RODA 158 CRISTAL,5.36,PECA
158GER1028,GE 158 FR CRISTAL 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 CRISTAL E COM FREIO,4.61,PECA
158GER1161,GE 158 FR BP GEL 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP GEL E COM FREIO,5.74,PECA
158GER1162,GE 158 FR BP PTA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP PRETA E COM FREIO,5.28,PECA
158GER1163,GE 158 PP CZA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 PP CINZA,3.6,PECA
158GER1164,GE 158 FR BP VER 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP VERMELHA E COM FREIO,5.28,PECA
158GER1165,GE 158 FR BP BCA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP BRANCA E COM FREIO,5.28,PECA
158GER1166,GE 158 FR BP AZU 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP AZUL E COM FREIO,5.28,PECA
158GER1167,GE 158 PP BCA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 PP BRANCA,3.6,PECA
158GER1169,GE 158 PP CZA 25,RODIZIO DE AÇO GIRATORIO DE ESPIGA 3/8X25MM COM RODA 158 PP CINZA,3.77,PECA
158GER1168,GE 158 PP BCA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 PP BRANCA,3.77,PECA
158GER1170,GE 158 FR CRISTAL 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 CRISTAL E COM FREIO,4.84,PECA
158GER1171,GE 158 FR BP CZA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP CINZA E COM FREIO,5.5,PECA
158GER1172,GE 158 FR BP GEL 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP GEL E COM FREIO,5.96,PECA
158GER1173,GE 158 FR BP AZU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP AZUL E COM FREIO,5.5,PECA
158GER1174,GE 158 FR BP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP PRETA E COM FREIO,5.5,PECA
158GER1175,GE 158 FR BP VER 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP VERMELHA E COM FREIO,5.5,PECA
158GER1176,GE 158 FR NY REF 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 NYLON REFORÇADA E COM FREIO,5.41,PECA
158GER1177,GE 158 FR PP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 PP PRETA E COM FREIO,4.51,PECA
158GER125,GE 158 FR NY PTA 25,RODÍZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 NYLON 4 FUROS E COM FREIO,5.29,PECA
158GER127,GE 158 CRISTAL 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 CRISTAL,4.09,PECA
158GER128,GE 158 BP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP PRETA,4.76,PECA
158GER1287,GE 158 CRISTAL 9,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X9MM COM RODA 158 CRISTAL,3.87,PECA
158GER1288,GE 158 CRISTAL 22,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X22MM COM RODA 158 CRISTAL,3.58,PECA
158GER129,GE 158 BP CZA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP CINZA,4.76,PECA
158GER130,GE 158 BP BCA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP BRANCA,4.76,PECA
158GER131,GE 158 BP VER 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP VERMELHA,4.76,PECA
158GER133,GE 158 BP GEL 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP GEL,5.22,PECA
158GER132,GE 158 BP AZU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 BP AZUL,4.76,PECA
158GER1486,GE 158 NY PTA 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 NYLON REFORÇADA,4.89,PECA
158GER1516,GE 158 FR PP PTA 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 PP PRETA E COM FREIO,4.32,PECA
158GER1517,GE 158 PP PTA 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 PP PRETA,3.58,PECA
158GER1569,GE 158 BP CZA 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 BP CINZA,5.1,PECA
158GER1578,GE 158 ZK 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 ZAMAK,8.19,PECA
158GER1586,GE 158 FR BP CZA 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 BP CINZA E COM FREIO,5.31,PECA
158GER1587,GE 158 FR PP PTA 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 PP PRETA E COM FREIO,4.85,PECA
158GER1590,GE 158 FR CRISTAL 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 CRISTAL E COM FREIO,4.64,PECA
158GER1595,GE 158 CRISTAL 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 CRISTAL,3.9,PECA
158GER1610,GE 158 BP CZA 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 BP CINZA,4.56,PECA
158GER1629,GE 158 FR BP CZA 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 BP CINZA E COM FREIO,5.84,PECA
158GER170,GE 158 NY PTA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 NYLON 4 FUROS,4.33,PECA
158GER172,GE 158 CRISTAL 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 CRISTAL,3.87,PECA
158GER173,GE 158 BP PTA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP PRETA,4.53,PECA
158GER174,GE 158 BP CZA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP CINZA,4.53,PECA
158GER176,GE 158 BP VER 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP VERMELHA,4.53,PECA
158GER175,GE 158 BP BCA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP BRANCA,4.53,PECA
158GER1766,GE 158 GR 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 158 E COM REBITE,3.9,PECA
158GER177,GE 158 BP AZU 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP AZUL,4.53,PECA
158GER1777,GE 158 FR NY PTA 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 NYLON 4 FUROS E COM FREIO,5.1,PECA
158GER1778,GE 158 NY PTA 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 NYLON 4FUROS,4.36,PECA
158GER178,GE 158 BP GEL 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP GEL,5,PECA
158GER1848,GE 158 ZK 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 ZAMAK,8.04,PECA
158GER1849,GE 158 GR 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM SEM RODA 158 E COM REBITE,3.55,PECA
158GER1850,GE 158 FR PP CZA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 PP CINZA E COM FREIO,4.4,PECA
158GER1851,GE 158 FR PP BCA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 PP BRANCA E COM FREIO,4.4,PECA
158GER1852,GE 158 FR ZK 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 ZAMAK E COM FREIO,8.78,PECA
158GER1853,GE 158 FR GR 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM SEM RODA 158 E COM REBITE E FREIO,4.35,PECA
158GER1868,GE 158 GR 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25M SEM RODA 158 E COM REBITE,3.68,PECA
158GER1869,GE 158 BP GEL 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 BP GEL,5.03,PECA
158GER1870,GE 158 GR 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM SEM RODA 158 E COM REBITE,5.05,PECA
158GER1871,GE 158 PP PTA 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 PP PRETA,4.11,PECA
158GER1872,GE 158 CRISTAL 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 CRISTAL,4.43,PECA
158GER1873,GE 158 BP GEL 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 BP GEL,5.56,PECA
158GER1874,GE 158 FR GR 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM SEM RODA 158 E COM REBITE E FREIO,4.52,PECA
158GER1875,GE 158 FR BP GEL 516,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 5/16X25MM COM RODA 158 BP GEL E COM FREIO,5.77,PECA
158GER1876,GE 158 FR GR 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM SEM RODA 158 E COM REBITE E FREIO,5.05,PECA
158GER1877,GE 158 FR NY PTA 50,RODÍZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 NYLON 4 FUROS E COM FREIO,5.63,PECA
158GER1878,GE 158 FR BP GEL 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 BP GEL E COM FREIO,6.3,PECA
158GER1879,GE 158 FR CRISTAL 50,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X50MM COM RODA 158 CRISTAL E COM FREIO,5.18,PECA
158GER1880,GE 158 FR GR 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM SEM RODA 158 E COM REBITE E FREIO,4.76,PECA
158GER1881,GE 158 FR PP CZA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 PP CINZA E COM FREIO,4.51,PECA
158GER1882,GE 158 FR PP BCA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 PP BRANCA E COM FREIO,4.51,PECA
158GER1883,GE 158 FR ZK 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 ZAMAK E COM FREIO,8.98,PECA
158GER2015,GE 158 BP CZA 40,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X40MM COM RODA 158 BP CINZA,0,PECA
158GER2028,GE 158 BP PTA 40,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X40MM COM RODA 158 BP VERMELHA,0,PECA
158GER330,GE 158 PP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 PP PRETA,3.77,PECA
158GER691,GE 158 NY REF 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 NYLON REFORÇADA,4.66,PECA
158GER692,GE 158 NY REF 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 NYLON REFORÇADA,4.44,PECA
158GER694,GE 158 NY PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X25MM COM RODA 158 NYLON 4 FUROS,4.55,PECA
